,,,,,,,,,,,,,
,,,,,,,,,,,,,
MXIN Index Settings Total Return Analysis,,,,,,,,,,,,,
Range12/31/1992 -12/30/2022 Period Monthly Currency USD,,,,,,,,,,,,,
Price  Open  Close Dividends  Net  Gross 360 Month Holding Period Chart,,,,,,,,,,,,,
MSCI India Index Max Cuml Total Return 1120.1678% On 09/30/2021,,,,,,,,,,,,,
Date,Close Price,Dividends,Prc Appr,Total Return,Period Appr,Period Return,,,,,,,
Range12/31/1992 -12/30/2022 Period Monthly Currency USD,,,,,,,,,,,,,
Price  Open  Close Dividends  Net  Gross 360 Month Holding Period Chart,,,,,,,,,,,,,
MSCI India Index Max Cuml Total Return 1120.1678% On 09/30/2021,,,,,,,,,,,,,
,Date,,Close Price,,Dividends,,Prc Appr,,Total Return,,Period Appr,,Period Return
12/29/2006,12.67,0.01292,266.80%,357.87%,3.03%,3.13%,,,,,,,
11/30/2006,12.3,0.00382,256.02%,343.95%,5.66%,5.70%,,,,,,,
10/31/2006,11.64,0.00464,236.93%,320.02%,6.60%,6.65%,,,,,,,
,,,,,,,,,,,,,
9/29/2006,10.92,0.0079,216.06%,293.84%,7.80%,7.88%,,,,,,,
8/31/2006,10.13,0.01436,193.20%,265.07%,9.25%,9.41%,,,,,,,
7/31/2006,9.27,0.02274,168.38%,233.67%,-0.15%,0.09%,,,,,,,
,,,,,,,,,,,,,
6/30/2006,9.28,0.03296,168.78%,233.36%,1.85%,2.23%,,,,,,,
5/31/2006,9.12,0.02313,163.90%,226.10%,-14.57%,-14.37%,,,,,,,
4/28/2006,10.67,0.00407,208.92%,280.81%,3.69%,3.73%,,,,,,,
,,,,,,,,,,,,,
3/31/2006,10.29,0.00314,197.92%,267.12%,9.84%,9.87%,,,,,,,
2/28/2006,9.37,0.00216,171.25%,234.14%,2.42%,2.44%,,,,,,,
1/31/2006,9.15,0.00345,164.84%,226.17%,7.64%,7.69%,,,,,,,
,,,,,,,,,,,,,
12/30/2005,8.5,0.00918,146.04%,202.89%,9.51%,9.63%,,,,,,,
11/30/2005,7.76,0.00012,124.68%,176.30%,9.66%,9.66%,,,,,,,
10/31/2005,7.08,0.00498,104.89%,151.95%,-10.08%,-10.02%,,,,,,,
,,,,,,,,,,,,,
9/30/2005,7.87,0.01306,127.87%,180.02%,9.61%,9.81%,,,,,,,
8/31/2005,7.18,0.0176,107.89%,155.01%,0.08%,0.33%,,,,,,,
7/29/2005,7.18,0.01367,107.72%,154.19%,5.42%,5.63%,,,,,,,
,,,,,,,,,,,,,
6/30/2005,6.81,0.0331,97.05%,140.64%,7.77%,8.31%,,,,,,,
5/31/2005,6.32,0.01506,82.84%,122.17%,8.81%,9.08%,,,,,,,
4/29/2005,5.8,0.00049,68.03%,103.67%,-5.17%,-5.16%,,,,,,,
,,,,,,,,,,,,,
3/31/2005,6.12,0.00141,77.18%,114.75%,-3.32%,-3.30%,,,,,,,
2/28/2005,6.33,0.00153,83.27%,122.08%,2.71%,2.73%,,,,,,,
1/31/2005,6.16,--,78.44%,116.18%,-1.93%,-1.93%,,,,,,,
,,,,,,,,,,,,,
12/31/2004,6.28,0.01316,81.95%,120.42%,7.46%,7.69%,,,,,,,
11/30/2004,5.85,0.00232,69.32%,104.69%,11.88%,11.93%,,,,,,,
10/29/2004,5.23,0.0027,51.35%,82.88%,3.51%,3.56%,,,,,,,
,,,,,,,,,,,,,
9/30/2004,5.05,0.01843,46.22%,76.59%,8.22%,8.64%,,,,,,,
8/31/2004,4.67,0.00934,35.11%,62.55%,-0.06%,0.15%,,,,,,,
7/30/2004,4.67,0.01392,35.19%,62.31%,6.68%,7.01%,,,,,,,
,,,,,,,,,,,,,
6/30/2004,4.38,0.00936,26.73%,51.68%,0.13%,0.34%,,,,,,,
5/31/2004,4.37,0.02598,26.56%,51.16%,-16.30%,-15.83%,,,,,,,
4/30/2004,5.22,0.00127,51.20%,79.59%,-1.33%,-1.30%,,,,,,,
,,,,,,,,,,,,,
3/31/2004,5.29,0.00037,53.24%,81.97%,1.92%,1.92%,,,,,,,
2/27/2004,5.19,0.00144,50.35%,78.53%,-1.39%,-1.36%,,,,,,,
1/30/2004,5.27,0.00466,52.47%,81.00%,-2.39%,-2.30%,,,,,,,
,,,,,,,,,,,,,
12/31/2003,5.4,0.00258,56.20%,85.26%,16.06%,16.12%,,,,,,,
11/28/2003,4.65,0.00096,34.59%,59.55%,2.31%,2.33%,,,,,,,
10/31/2003,4.54,0.00241,31.54%,55.91%,10.54%,10.60%,,,,,,,
,,,,,,,,,,,,,
9/30/2003,4.11,0.00671,19.00%,40.97%,5.59%,5.76%,,,,,,,
8/29/2003,3.89,0.02184,12.71%,33.28%,12.22%,12.91%,,,,,,,
7/31/2003,3.47,0.02264,0.44%,18.04%,6.17%,6.89%,,,,,,,
,,,,,,,,,,,,,
6/30/2003,3.27,0.00909,-5.40%,10.44%,14.04%,14.38%,,,,,,,
5/30/2003,2.87,0.01024,-17.05%,-3.44%,7.60%,7.99%,,,,,,,
4/30/2003,2.66,0.0065,-22.90%,-10.59%,-4.55%,-4.33%,,,,,,,
,,,,,,,,,,,,,
3/31/2003,2.79,0.00028,-19.23%,-6.54%,-7.44%,-7.44%,,,,,,,
2/28/2003,3.01,0.00063,-12.73%,0.96%,1.34%,1.37%,,,,,,,
1/31/2003,2.97,0.00048,-13.89%,-0.40%,-4.07%,-4.05%,,,,,,,
,,,,,,,,,,,,,
12/31/2002,3.1,0.00129,-10.24%,3.81%,5.25%,5.29%,,,,,,,
11/29/2002,2.95,0.00046,-14.71%,-1.40%,10.49%,10.51%,,,,,,,
10/31/2002,2.67,0.00854,-22.81%,-10.78%,-0.43%,-0.11%,,,,,,,
,,,,,,,,,,,,,
9/30/2002,2.68,0.00295,-22.48%,-10.69%,-4.94%,-4.84%,,,,,,,
8/30/2002,2.82,0.00875,-18.45%,-6.15%,5.85%,6.20%,,,,,,,
7/31/2002,2.66,0.02201,-22.96%,-11.63%,-7.78%,-7.06%,,,,,,,
,,,,,,,,,,,,,
6/28/2002,2.89,0.0038,-16.47%,-4.91%,2.91%,3.05%,,,,,,,
5/31/2002,2.8,0.00382,-18.83%,-7.73%,-6.45%,-6.33%,,,,,,,
4/30/2002,3,0.00528,-13.24%,-1.49%,-4.16%,-4.00%,,,,,,,
,,,,,,,,,,,,,
