BCOMBOTR Index Settings Total Return Analysis,,,,,,
Range01/29/1960 -12/30/2022 Period Monthly Currency USD,,,,,,
Price  Open  Close Dividends  Net  Gross 755 Month Holding Period Chart,,,,,,
Bloomberg Soybean Oil Subindex Total Return Max Cuml Total Return 18163.2338% On 02/29/2008,,,,,,
Date,Close Price,Dividends,Prc Appr,Total Return,Period Appr,Period Return
8/31/2020,70.73,--,4766.07%,4756.38%,6.84%,6.84%
7/31/2020,66.21,--,4454.69%,4445.62%,6.78%,6.78%
,,,,,,
6/30/2020,62,--,4165.45%,4156.96%,1.90%,1.90%
5/29/2020,60.85,--,4086.05%,4077.71%,2.94%,2.94%
4/30/2020,59.11,--,3966.40%,3958.30%,-2.81%,-2.81%
,,,,,,
3/31/2020,60.82,--,4083.93%,4075.60%,-5.78%,-5.78%
2/28/2020,64.55,--,4340.44%,4331.60%,-5.22%,-5.22%
1/31/2020,68.1,--,4585.23%,4575.90%,-13.78%,-13.78%
,,,,,,
12/31/2019,78.99,--,5333.84%,5323.02%,12.88%,12.88%
11/29/2019,69.97,--,4713.84%,4704.26%,-1.14%,-1.14%
10/31/2019,70.78,--,4769.13%,4759.44%,5.83%,5.83%
,,,,,,
9/30/2019,66.88,--,4501.09%,4491.93%,1.10%,1.10%
8/30/2019,66.15,--,4450.82%,4441.76%,2.22%,2.22%
