BCOMCOT Index Settings Total Return Analysis,,,,,,
Range01/31/1991 -12/30/2022 Period Monthly Currency USD,,,,,,
Price  Open  Close Dividends  Net  Gross 383 Month Holding Period Chart,,,,,,
Bloomberg Brent Crude Subindex Total Return Max Cuml Total Return 2296.2872% On 06/30/2008,,,,,,
Date,Close Price,Dividends,Prc Appr,Total Return,Period Appr,Period Return
9/28/2001,288.82,--,255.52%,202.50%,-9.06%,-9.06%
8/31/2001,317.6,--,290.94%,232.64%,7.09%,7.09%
7/31/2001,296.56,--,265.04%,210.61%,-3.59%,-3.59%
,,,,,,
6/29/2001,307.6,--,278.64%,222.18%,-5.47%,-5.47%
5/31/2001,325.41,--,300.55%,240.82%,2.63%,2.63%
4/30/2001,317.07,--,290.30%,232.10%,11.69%,11.69%
,,,,,,
3/30/2001,283.9,--,249.46%,197.35%,-3.81%,-3.81%
2/28/2001,295.14,--,263.30%,209.12%,1.37%,1.37%
1/31/2001,291.14,--,258.38%,204.94%,9.39%,9.39%
,,,,,,
12/29/2000,266.14,--,227.61%,178.76%,-21.07%,-21.07%
11/30/2000,337.18,--,315.05%,253.16%,6.10%,6.10%
10/31/2000,317.81,--,291.20%,232.87%,1.73%,1.73%
,,,,,,
9/29/2000,312.41,--,284.56%,227.21%,-1.08%,-1.08%
8/31/2000,315.83,--,288.77%,230.80%,18.16%,18.16%
7/31/2000,267.29,--,229.02%,179.96%,-6.18%,-6.18%
,,,,,,
6/30/2000,284.89,--,250.68%,198.39%,12.12%,12.12%
5/31/2000,254.1,--,212.78%,166.14%,15.60%,15.60%
4/28/2000,219.82,--,170.58%,130.23%,-2.99%,-2.99%
,,,,,,
3/31/2000,226.59,--,178.92%,137.33%,-0.25%,-0.25%
2/29/2000,227.16,--,179.62%,137.93%,9.95%,9.95%
1/31/2000,206.62,--,154.33%,116.41%,7.16%,7.16%
,,,,,,
12/31/1999,192.81,--,137.34%,101.95%,10.39%,10.39%
11/30/1999,174.66,--,114.99%,82.93%,7.71%,7.71%
10/29/1999,162.16,--,99.61%,69.84%,-5.01%,-5.01%
,,,,,,
9/30/1999,170.71,--,110.14%,78.80%,12.89%,12.89%
8/31/1999,151.22,--,86.14%,58.38%,10.59%,10.59%
7/30/1999,136.73,--,68.31%,43.21%,10.02%,10.02%
,,,,,,
6/30/1999,124.28,--,52.99%,30.17%,13.97%,13.97%
5/31/1999,109.05,--,34.23%,14.22%,-4.85%,-4.85%
4/30/1999,114.61,--,41.08%,20.04%,8.28%,8.28%
,,,,,,
3/31/1999,105.85,--,30.29%,10.86%,34.50%,34.50%
2/26/1999,78.7,--,-3.13%,-17.57%,-4.43%,-4.43%
1/29/1999,82.35,--,1.36%,-13.75%,7.71%,7.71%
,,,,,,
12/31/1998,76.45,--,-5.90%,-19.93%,-4.27%,-4.27%
11/30/1998,79.86,--,-1.70%,-16.36%,-20.86%,-20.86%
10/30/1998,100.9,--,24.20%,5.68%,-10.03%,-10.03%
,,,,,,
9/30/1998,112.15,--,38.05%,17.47%,13.72%,13.72%
8/31/1998,98.62,--,21.39%,3.29%,-5.48%,-5.48%
7/31/1998,104.33,--,28.43%,9.28%,-5.91%,-5.91%
,,,,,,
6/30/1998,110.89,--,36.50%,16.14%,-6.05%,-6.05%
5/29/1998,118.03,--,45.28%,23.62%,-1.80%,-1.80%
4/30/1998,120.19,--,47.95%,25.89%,-1.13%,-1.13%
,,,,,,
3/31/1998,121.57,--,49.64%,27.33%,-2.09%,-2.09%
2/27/1998,124.17,--,52.84%,30.05%,-10.81%,-10.81%
1/30/1998,139.22,--,71.37%,45.81%,-4.42%,-4.42%
,,,,,,
12/31/1997,145.66,--,79.29%,52.56%,-10.93%,-10.93%
11/28/1997,163.52,--,101.28%,71.27%,-4.37%,-4.37%
10/31/1997,170.99,--,110.48%,79.10%,1.44%,1.44%
,,,,,,
9/30/1997,168.57,--,107.50%,76.56%,6.10%,6.10%
8/29/1997,158.88,--,95.57%,66.41%,-1.59%,-1.59%
7/31/1997,161.45,--,98.74%,69.10%,1.06%,1.06%
,,,,,,
6/30/1997,159.75,--,96.64%,67.32%,-4.65%,-4.65%
5/30/1997,167.54,--,106.24%,75.48%,5.36%,5.36%
4/30/1997,159.02,--,95.74%,66.55%,-3.85%,-3.85%
,,,,,,
3/31/1997,165.38,--,103.58%,73.22%,5.74%,5.74%
2/28/1997,156.41,--,92.53%,63.82%,-13.54%,-13.54%
1/31/1997,180.89,--,122.67%,89.47%,-1.94%,-1.94%
,,,,,,
12/31/1996,184.48,--,127.08%,93.22%,8.06%,8.06%
11/29/1996,170.71,--,110.13%,78.80%,1.45%,1.45%
10/31/1996,168.27,--,107.13%,76.24%,1.43%,1.43%
,,,,,,
9/30/1996,165.9,--,104.22%,73.76%,16.35%,16.35%
8/30/1996,142.58,--,75.51%,49.34%,11.51%,11.51%
7/31/1996,127.87,--,57.40%,33.93%,4.52%,4.52%
,,,,,,
6/28/1996,122.34,--,50.59%,28.14%,7.09%,7.09%
5/31/1996,114.24,--,40.62%,19.65%,-1.73%,-1.73%
4/30/1996,116.24,--,43.09%,21.75%,4.41%,4.41%
,,,,,,
3/29/1996,111.33,--,37.04%,16.61%,10.18%,10.18%
2/29/1996,101.05,--,24.38%,5.84%,7.11%,7.11%
1/31/1996,94.34,--,16.13%,-1.19%,-5.69%,-5.69%
,,,,,,
12/29/1995,100.03,--,23.13%,4.77%,8.28%,8.28%
11/30/1995,92.38,--,13.71%,-3.24%,4.90%,4.90%
10/31/1995,88.06,--,8.40%,-7.76%,1.61%,1.61%
,,,,,,
9/29/1995,86.67,--,6.69%,-9.22%,0.08%,0.08%
8/31/1995,86.6,--,6.60%,-9.30%,2.05%,2.05%
7/31/1995,84.86,--,4.46%,-11.12%,-1.04%,-1.04%
,,,,,,
6/30/1995,85.76,--,5.56%,-10.18%,-6.42%,-6.42%
5/31/1995,91.64,--,12.80%,-4.02%,-3.06%,-3.06%
4/28/1995,94.53,--,16.36%,-0.99%,9.41%,9.41%
,,,,,,
3/31/1995,86.4,--,6.35%,-9.51%,2.73%,2.73%
2/28/1995,84.1,--,3.52%,-11.92%,1.36%,1.36%
1/31/1995,82.97,--,2.13%,-13.10%,1.80%,1.80%
,,,,,,
12/30/1994,81.5,--,0.32%,-14.64%,-1.62%,-1.62%
11/30/1994,82.84,--,1.97%,-13.23%,3.07%,3.07%
10/31/1994,80.37,--,-1.07%,-15.82%,-2.62%,-2.62%
,,,,,,
9/30/1994,82.53,--,1.59%,-13.56%,3.33%,3.33%
8/31/1994,79.87,--,-1.68%,-16.34%,-9.32%,-9.32%
7/29/1994,88.08,--,8.42%,-7.75%,7.23%,7.23%
,,,,,,
6/30/1994,82.14,--,1.11%,-13.97%,5.86%,5.86%
5/31/1994,77.59,--,-4.49%,-18.73%,6.74%,6.74%
4/29/1994,72.7,--,-10.52%,-23.86%,15.85%,15.85%
,,,,,,
3/31/1994,62.75,--,-22.76%,-34.28%,-1.48%,-1.48%
2/28/1994,63.69,--,-21.60%,-33.29%,-3.82%,-3.82%
1/31/1994,66.22,--,-18.49%,-30.64%,2.69%,2.69%
,,,,,,
12/31/1993,64.48,--,-20.63%,-32.46%,-8.98%,-8.98%
11/30/1993,70.84,--,-12.80%,-25.80%,-10.04%,-10.04%
10/29/1993,78.74,--,-3.07%,-17.53%,-8.95%,-8.95%
,,,,,,
9/30/1993,86.48,--,6.46%,-9.42%,0.27%,0.27%
8/31/1993,86.25,--,6.17%,-9.66%,1.69%,1.69%
